269	Begr Kondensationstemp Max
270	Begr Verdampfungstemp Max
271	Elektroeinsatz gesperrt
272	Hochtemperaturladung aktiv
273	Störung Sanftanlasser 1
274	Störung Sanftanlasser 2
275	Strömungswächter Quellenzwischenkreis
276	Druckwächter Quellenzwischenkreis
277	Luftqualitätsregelung
278	Feuchtebegrenzung
279	Lüftungsschalter
280	Nachtkühlung
281	Stufe 1
282	Stufe 2
283	Stufe 3
284	Stosslüften
285	Kühlbetrieb Reduziert
286	Anhebung Reduziert
287	Anhebung Schutzbetrieb
288	Sperrdauer nach Kühlen
289	Begr Druckdifferenz Prozessumkehr
290	Niederdruck Verdichter 2
291	Hochdruck Verdichter 2 bei Betrieb
